Menu Item ID,Menu Category,Menu Sub-Category,Menu Item Name,Ingredient Type,Ingredient ID,Ingredient Name,Quantity,Unit
617,Main Course,Dal,Avakai Pappu,Inventory,127,Salt - Table Salt,0.005,KG
617,Main Course,Dal,Avakai Pappu,Inventory,1,Turmeric Powder,0.002,KG
617,Main Course,Dal,Avakai Pappu,Inventory,89,Oil Refined Sunflower,0.01,LTR
617,Main Course,Dal,Avakai Pappu,Inventory,19,Condiments - Seeds Mustard,0.001,KG
617,Main Course,Dal,Avakai Pappu,Inventory,22,Condiments - Seeds Cumin,0.001,KG
618,Main Course,Dal,Beerakaya Pappu,Inventory,127,Salt - Table Salt,0.005,KG
618,Main Course,Dal,Beerakaya Pappu,Inventory,1,Turmeric Powder,0.002,KG
618,Main Course,Dal,Beerakaya Pappu,Inventory,89,Oil Refined Sunflower,0.01,LTR
618,Main Course,Dal,Beerakaya Pappu,Inventory,19,Condiments - Seeds Mustard,0.001,KG
618,Main Course,Dal,Beerakaya Pappu,Inventory,22,Condiments - Seeds Cumin,0.001,KG
619,Main Course,Dal,Chukkakura Mamidikaya Pappu,Inventory,127,Salt - Table Salt,0.005,KG
619,Main Course,Dal,Chukkakura Mamidikaya Pappu,Inventory,1,Turmeric Powder,0.002,KG
619,Main Course,Dal,Chukkakura Mamidikaya Pappu,Inventory,89,Oil Refined Sunflower,0.01,LTR
619,Main Course,Dal,Chukkakura Mamidikaya Pappu,Inventory,19,Condiments - Seeds Mustard,0.001,KG
619,Main Course,Dal,Chukkakura Mamidikaya Pappu,Inventory,22,Condiments - Seeds Cumin,0.001,KG
620,Main Course,Dal,Cucumber Dal,Inventory,127,Salt - Table Salt,0.005,KG
620,Main Course,Dal,Cucumber Dal,Inventory,1,Turmeric Powder,0.002,KG
620,Main Course,Dal,Cucumber Dal,Inventory,89,Oil Refined Sunflower,0.01,LTR
620,Main Course,Dal,Cucumber Dal,Inventory,19,Condiments - Seeds Mustard,0.001,KG
620,Main Course,Dal,Cucumber Dal,Inventory,22,Condiments - Seeds Cumin,0.001,KG
621,Main Course,Dal,Dal Jaipuri,Inventory,127,Salt - Table Salt,0.005,KG
621,Main Course,Dal,Dal Jaipuri,Inventory,1,Turmeric Powder,0.002,KG
621,Main Course,Dal,Dal Jaipuri,Inventory,89,Oil Refined Sunflower,0.01,LTR
621,Main Course,Dal,Dal Jaipuri,Inventory,19,Condiments - Seeds Mustard,0.001,KG
621,Main Course,Dal,Dal Jaipuri,Inventory,22,Condiments - Seeds Cumin,0.001,KG
622,Main Course,Dal,Dal Makhani,Inventory,127,Salt - Table Salt,0.005,KG
622,Main Course,Dal,Dal Makhani,Inventory,1,Turmeric Powder,0.002,KG
622,Main Course,Dal,Dal Makhani,Inventory,89,Oil Refined Sunflower,0.01,LTR
622,Main Course,Dal,Dal Makhani,Inventory,19,Condiments - Seeds Mustard,0.001,KG
622,Main Course,Dal,Dal Makhani,Inventory,22,Condiments - Seeds Cumin,0.001,KG
623,Main Course,Dal,Dal Pancharatna,Inventory,127,Salt - Table Salt,0.005,KG
623,Main Course,Dal,Dal Pancharatna,Inventory,1,Turmeric Powder,0.002,KG
623,Main Course,Dal,Dal Pancharatna,Inventory,89,Oil Refined Sunflower,0.01,LTR
623,Main Course,Dal,Dal Pancharatna,Inventory,19,Condiments - Seeds Mustard,0.001,KG
623,Main Course,Dal,Dal Pancharatna,Inventory,22,Condiments - Seeds Cumin,0.001,KG
624,Main Course,Dal,Dal Tadka,Inventory,127,Salt - Table Salt,0.005,KG
624,Main Course,Dal,Dal Tadka,Inventory,1,Turmeric Powder,0.002,KG
624,Main Course,Dal,Dal Tadka,Inventory,89,Oil Refined Sunflower,0.01,LTR
624,Main Course,Dal,Dal Tadka,Inventory,19,Condiments - Seeds Mustard,0.001,KG
624,Main Course,Dal,Dal Tadka,Inventory,22,Condiments - Seeds Cumin,0.001,KG
625,Main Course,Dal,Leaf Dal,Inventory,127,Salt - Table Salt,0.005,KG
625,Main Course,Dal,Leaf Dal,Inventory,1,Turmeric Powder,0.002,KG
625,Main Course,Dal,Leaf Dal,Inventory,89,Oil Refined Sunflower,0.01,LTR
625,Main Course,Dal,Leaf Dal,Inventory,19,Condiments - Seeds Mustard,0.001,KG
625,Main Course,Dal,Leaf Dal,Inventory,22,Condiments - Seeds Cumin,0.001,KG
626,Main Course,Dal,Mango Dal,Inventory,127,Salt - Table Salt,0.005,KG
626,Main Course,Dal,Mango Dal,Inventory,1,Turmeric Powder,0.002,KG
626,Main Course,Dal,Mango Dal,Inventory,89,Oil Refined Sunflower,0.01,LTR
626,Main Course,Dal,Mango Dal,Inventory,19,Condiments - Seeds Mustard,0.001,KG
626,Main Course,Dal,Mango Dal,Inventory,22,Condiments - Seeds Cumin,0.001,KG
627,Main Course,Dal,Mudda Pappu + Pachipulusu,Inventory,127,Salt - Table Salt,0.005,KG
627,Main Course,Dal,Mudda Pappu + Pachipulusu,Inventory,1,Turmeric Powder,0.002,KG
627,Main Course,Dal,Mudda Pappu + Pachipulusu,Inventory,89,Oil Refined Sunflower,0.01,LTR
627,Main Course,Dal,Mudda Pappu + Pachipulusu,Inventory,19,Condiments - Seeds Mustard,0.001,KG
627,Main Course,Dal,Mudda Pappu + Pachipulusu,Inventory,22,Condiments - Seeds Cumin,0.001,KG
628,Main Course,Dal,Plain Dal + Dappadam,Inventory,127,Salt - Table Salt,0.005,KG
628,Main Course,Dal,Plain Dal + Dappadam,Inventory,1,Turmeric Powder,0.002,KG
628,Main Course,Dal,Plain Dal + Dappadam,Inventory,89,Oil Refined Sunflower,0.01,LTR
628,Main Course,Dal,Plain Dal + Dappadam,Inventory,19,Condiments - Seeds Mustard,0.001,KG
628,Main Course,Dal,Plain Dal + Dappadam,Inventory,22,Condiments - Seeds Cumin,0.001,KG
629,Main Course,Dal,Tomato Dal,Inventory,127,Salt - Table Salt,0.005,KG
629,Main Course,Dal,Tomato Dal,Inventory,1,Turmeric Powder,0.002,KG
629,Main Course,Dal,Tomato Dal,Inventory,89,Oil Refined Sunflower,0.01,LTR
629,Main Course,Dal,Tomato Dal,Inventory,19,Condiments - Seeds Mustard,0.001,KG
629,Main Course,Dal,Tomato Dal,Inventory,22,Condiments - Seeds Cumin,0.001,KG
630,Main Course,Dal,Usirikaya Pappu,Inventory,127,Salt - Table Salt,0.005,KG
630,Main Course,Dal,Usirikaya Pappu,Inventory,1,Turmeric Powder,0.002,KG
630,Main Course,Dal,Usirikaya Pappu,Inventory,89,Oil Refined Sunflower,0.01,LTR
630,Main Course,Dal,Usirikaya Pappu,Inventory,19,Condiments - Seeds Mustard,0.001,KG
630,Main Course,Dal,Usirikaya Pappu,Inventory,22,Condiments - Seeds Cumin,0.001,KG
631,Main Course,Dal,Vaakkaya Dal,Inventory,127,Salt - Table Salt,0.005,KG
631,Main Course,Dal,Vaakkaya Dal,Inventory,1,Turmeric Powder,0.002,KG
631,Main Course,Dal,Vaakkaya Dal,Inventory,89,Oil Refined Sunflower,0.01,LTR
631,Main Course,Dal,Vaakkaya Dal,Inventory,19,Condiments - Seeds Mustard,0.001,KG
631,Main Course,Dal,Vaakkaya Dal,Inventory,22,Condiments - Seeds Cumin,0.001,KG
632,Main Course,Gravy Curries,Aratikai Round Mukkala Pulusu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
632,Main Course,Gravy Curries,Aratikai Round Mukkala Pulusu,Inventory,127,Salt - Table Salt,0.005,KG
632,Main Course,Gravy Curries,Aratikai Round Mukkala Pulusu,Inventory,89,Oil Refined Sunflower,0.02,LTR
633,Main Course,Gravy Curries,"Baby Corn, Cashew Full Nuts",Fresh,N/A,Main Ingredient (Generic),0.2,KG
633,Main Course,Gravy Curries,"Baby Corn, Cashew Full Nuts",Inventory,127,Salt - Table Salt,0.005,KG
633,Main Course,Gravy Curries,"Baby Corn, Cashew Full Nuts",Inventory,89,Oil Refined Sunflower,0.02,LTR
634,Main Course,Gravy Curries,Battai Tonala Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
634,Main Course,Gravy Curries,Battai Tonala Masala,Inventory,127,Salt - Table Salt,0.005,KG
634,Main Course,Gravy Curries,Battai Tonala Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
635,Main Course,Gravy Curries,Beerakaya Chanaga Pappu Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
635,Main Course,Gravy Curries,Beerakaya Chanaga Pappu Masala,Inventory,127,Salt - Table Salt,0.005,KG
635,Main Course,Gravy Curries,Beerakaya Chanaga Pappu Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
636,Main Course,Gravy Curries,Bottle Gourd Masala (Sorakaya),Fresh,N/A,Main Ingredient (Generic),0.2,KG
636,Main Course,Gravy Curries,Bottle Gourd Masala (Sorakaya),Inventory,127,Salt - Table Salt,0.005,KG
636,Main Course,Gravy Curries,Bottle Gourd Masala (Sorakaya),Inventory,89,Oil Refined Sunflower,0.02,LTR
637,Main Course,Gravy Curries,"Brinjal, Tomato, Drumstick",Fresh,N/A,Main Ingredient (Generic),0.2,KG
637,Main Course,Gravy Curries,"Brinjal, Tomato, Drumstick",Inventory,127,Salt - Table Salt,0.005,KG
637,Main Course,Gravy Curries,"Brinjal, Tomato, Drumstick",Inventory,89,Oil Refined Sunflower,0.02,LTR
638,Main Course,Gravy Curries,Capsicum Cashew Full Nuts,Fresh,N/A,Main Ingredient (Generic),0.2,KG
638,Main Course,Gravy Curries,Capsicum Cashew Full Nuts,Inventory,127,Salt - Table Salt,0.005,KG
638,Main Course,Gravy Curries,Capsicum Cashew Full Nuts,Inventory,89,Oil Refined Sunflower,0.02,LTR
639,Main Course,Gravy Curries,Cauliflower Tomato,Fresh,N/A,Main Ingredient (Generic),0.2,KG
639,Main Course,Gravy Curries,Cauliflower Tomato,Inventory,127,Salt - Table Salt,0.005,KG
639,Main Course,Gravy Curries,Cauliflower Tomato,Inventory,89,Oil Refined Sunflower,0.02,LTR
640,Main Course,Gravy Curries,"Cucumber, Cashew Nuts",Fresh,N/A,Main Ingredient (Generic),0.2,KG
640,Main Course,Gravy Curries,"Cucumber, Cashew Nuts",Inventory,127,Salt - Table Salt,0.005,KG
640,Main Course,Gravy Curries,"Cucumber, Cashew Nuts",Inventory,89,Oil Refined Sunflower,0.02,LTR
641,Main Course,Gravy Curries,"Cucumber, Tomato, Drumstick",Fresh,N/A,Main Ingredient (Generic),0.2,KG
641,Main Course,Gravy Curries,"Cucumber, Tomato, Drumstick",Inventory,127,Salt - Table Salt,0.005,KG
641,Main Course,Gravy Curries,"Cucumber, Tomato, Drumstick",Inventory,89,Oil Refined Sunflower,0.02,LTR
642,Main Course,Gravy Curries,Gongura Macaroni Curry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
642,Main Course,Gravy Curries,Gongura Macaroni Curry,Inventory,127,Salt - Table Salt,0.005,KG
642,Main Course,Gravy Curries,Gongura Macaroni Curry,Inventory,89,Oil Refined Sunflower,0.02,LTR
643,Main Course,Gravy Curries,Gongura Mushroom Curry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
643,Main Course,Gravy Curries,Gongura Mushroom Curry,Inventory,127,Salt - Table Salt,0.005,KG
643,Main Course,Gravy Curries,Gongura Mushroom Curry,Inventory,89,Oil Refined Sunflower,0.02,LTR
644,Main Course,Gravy Curries,Gongura Phool Makhani Curry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
644,Main Course,Gravy Curries,Gongura Phool Makhani Curry,Inventory,127,Salt - Table Salt,0.005,KG
644,Main Course,Gravy Curries,Gongura Phool Makhani Curry,Inventory,89,Oil Refined Sunflower,0.02,LTR
645,Main Course,Gravy Curries,Gongura Sanagapappu,Fresh,N/A,Main Ingredient (Generic),0.2,KG
645,Main Course,Gravy Curries,Gongura Sanagapappu,Inventory,127,Salt - Table Salt,0.005,KG
645,Main Course,Gravy Curries,Gongura Sanagapappu,Inventory,89,Oil Refined Sunflower,0.02,LTR
646,Main Course,Gravy Curries,"Mushroom, Cashew Full Nuts",Fresh,N/A,Main Ingredient (Generic),0.2,KG
646,Main Course,Gravy Curries,"Mushroom, Cashew Full Nuts",Inventory,127,Salt - Table Salt,0.005,KG
646,Main Course,Gravy Curries,"Mushroom, Cashew Full Nuts",Inventory,89,Oil Refined Sunflower,0.02,LTR
647,Main Course,Gravy Curries,Natuchikkudukaya Curry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
647,Main Course,Gravy Curries,Natuchikkudukaya Curry,Inventory,127,Salt - Table Salt,0.005,KG
647,Main Course,Gravy Curries,Natuchikkudukaya Curry,Inventory,89,Oil Refined Sunflower,0.02,LTR
648,Main Course,Gravy Curries,Panasa Tonala Masala Curry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
648,Main Course,Gravy Curries,Panasa Tonala Masala Curry,Inventory,127,Salt - Table Salt,0.005,KG
648,Main Course,Gravy Curries,Panasa Tonala Masala Curry,Inventory,89,Oil Refined Sunflower,0.02,LTR
649,Main Course,Gravy Curries,Round Brinjal,Fresh,N/A,Main Ingredient (Generic),0.2,KG
649,Main Course,Gravy Curries,Round Brinjal,Inventory,127,Salt - Table Salt,0.005,KG
649,Main Course,Gravy Curries,Round Brinjal,Inventory,89,Oil Refined Sunflower,0.02,LTR
650,Main Course,Gravy Curries,Thatimunjala Curry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
650,Main Course,Gravy Curries,Thatimunjala Curry,Inventory,127,Salt - Table Salt,0.005,KG
650,Main Course,Gravy Curries,Thatimunjala Curry,Inventory,89,Oil Refined Sunflower,0.02,LTR
651,Main Course,Gravy Curries,"Tomato, Drumstick",Fresh,N/A,Main Ingredient (Generic),0.2,KG
651,Main Course,Gravy Curries,"Tomato, Drumstick",Inventory,127,Salt - Table Salt,0.005,KG
651,Main Course,Gravy Curries,"Tomato, Drumstick",Inventory,89,Oil Refined Sunflower,0.02,LTR
652,Main Course,Paneer Kurmas,Butter Paneer Kurma,Fresh,N/A,Main Ingredient (Generic),0.2,KG
652,Main Course,Paneer Kurmas,Butter Paneer Kurma,Inventory,127,Salt - Table Salt,0.005,KG
652,Main Course,Paneer Kurmas,Butter Paneer Kurma,Inventory,89,Oil Refined Sunflower,0.02,LTR
653,Main Course,Paneer Kurmas,Malai Kofta,Fresh,N/A,Main Ingredient (Generic),0.2,KG
653,Main Course,Paneer Kurmas,Malai Kofta,Inventory,127,Salt - Table Salt,0.005,KG
653,Main Course,Paneer Kurmas,Malai Kofta,Inventory,89,Oil Refined Sunflower,0.02,LTR
654,Main Course,Paneer Kurmas,Methi Chaman,Fresh,N/A,Main Ingredient (Generic),0.2,KG
654,Main Course,Paneer Kurmas,Methi Chaman,Inventory,127,Salt - Table Salt,0.005,KG
654,Main Course,Paneer Kurmas,Methi Chaman,Inventory,89,Oil Refined Sunflower,0.02,LTR
655,Main Course,Paneer Kurmas,Mutter Paneer,Fresh,N/A,Main Ingredient (Generic),0.2,KG
655,Main Course,Paneer Kurmas,Mutter Paneer,Inventory,127,Salt - Table Salt,0.005,KG
655,Main Course,Paneer Kurmas,Mutter Paneer,Inventory,89,Oil Refined Sunflower,0.02,LTR
656,Main Course,Paneer Kurmas,Palak Paneer,Fresh,N/A,Main Ingredient (Generic),0.2,KG
656,Main Course,Paneer Kurmas,Palak Paneer,Inventory,127,Salt - Table Salt,0.005,KG
656,Main Course,Paneer Kurmas,Palak Paneer,Inventory,89,Oil Refined Sunflower,0.02,LTR
657,Main Course,Paneer Kurmas,Paneer Butter Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
657,Main Course,Paneer Kurmas,Paneer Butter Masala,Inventory,127,Salt - Table Salt,0.005,KG
657,Main Course,Paneer Kurmas,Paneer Butter Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
658,Main Course,Paneer Kurmas,Paneer Lababdar,Fresh,N/A,Main Ingredient (Generic),0.2,KG
658,Main Course,Paneer Kurmas,Paneer Lababdar,Inventory,127,Salt - Table Salt,0.005,KG
658,Main Course,Paneer Kurmas,Paneer Lababdar,Inventory,89,Oil Refined Sunflower,0.02,LTR
659,Main Course,Paneer Kurmas,Paneer Moghlai Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
659,Main Course,Paneer Kurmas,Paneer Moghlai Masala,Inventory,127,Salt - Table Salt,0.005,KG
659,Main Course,Paneer Kurmas,Paneer Moghlai Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
660,Main Course,Paneer Kurmas,Paneer Pasanda,Fresh,N/A,Main Ingredient (Generic),0.2,KG
660,Main Course,Paneer Kurmas,Paneer Pasanda,Inventory,127,Salt - Table Salt,0.005,KG
660,Main Course,Paneer Kurmas,Paneer Pasanda,Inventory,89,Oil Refined Sunflower,0.02,LTR
661,Main Course,Paneer Kurmas,Paneer Sagwala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
661,Main Course,Paneer Kurmas,Paneer Sagwala,Inventory,127,Salt - Table Salt,0.005,KG
661,Main Course,Paneer Kurmas,Paneer Sagwala,Inventory,89,Oil Refined Sunflower,0.02,LTR
662,Main Course,Paneer Kurmas,Paneer Single Beans Kurma,Fresh,N/A,Main Ingredient (Generic),0.2,KG
662,Main Course,Paneer Kurmas,Paneer Single Beans Kurma,Inventory,127,Salt - Table Salt,0.005,KG
662,Main Course,Paneer Kurmas,Paneer Single Beans Kurma,Inventory,89,Oil Refined Sunflower,0.02,LTR
663,Main Course,Paneer Kurmas,Paneer Tikka Masala,Fresh,N/A,Main Ingredient (Generic),0.2,KG
663,Main Course,Paneer Kurmas,Paneer Tikka Masala,Inventory,127,Salt - Table Salt,0.005,KG
663,Main Course,Paneer Kurmas,Paneer Tikka Masala,Inventory,89,Oil Refined Sunflower,0.02,LTR
664,Main Course,Paneer Kurmas,Shahi Paneer Kurma,Fresh,N/A,Main Ingredient (Generic),0.2,KG
664,Main Course,Paneer Kurmas,Shahi Paneer Kurma,Inventory,127,Salt - Table Salt,0.005,KG
664,Main Course,Paneer Kurmas,Shahi Paneer Kurma,Inventory,89,Oil Refined Sunflower,0.02,LTR
665,Main Course,Plain Rice,Steamed Rice With Ghee,Fresh,N/A,Main Ingredient (Generic),0.2,KG
665,Main Course,Plain Rice,Steamed Rice With Ghee,Inventory,127,Salt - Table Salt,0.005,KG
665,Main Course,Plain Rice,Steamed Rice With Ghee,Inventory,89,Oil Refined Sunflower,0.02,LTR
666,Main Course,Roti-Basket,Achari Roti,Fresh,N/A,Main Ingredient (Generic),0.2,KG
666,Main Course,Roti-Basket,Achari Roti,Inventory,127,Salt - Table Salt,0.005,KG
666,Main Course,Roti-Basket,Achari Roti,Inventory,89,Oil Refined Sunflower,0.02,LTR
667,Main Course,Roti-Basket,Baby Nan,Fresh,N/A,Main Ingredient (Generic),0.2,KG
667,Main Course,Roti-Basket,Baby Nan,Inventory,127,Salt - Table Salt,0.005,KG
667,Main Course,Roti-Basket,Baby Nan,Inventory,89,Oil Refined Sunflower,0.02,LTR
668,Main Course,Roti-Basket,Badam Roti,Fresh,N/A,Main Ingredient (Generic),0.2,KG
668,Main Course,Roti-Basket,Badam Roti,Inventory,127,Salt - Table Salt,0.005,KG
668,Main Course,Roti-Basket,Badam Roti,Inventory,89,Oil Refined Sunflower,0.02,LTR
669,Main Course,Roti-Basket,Bajre Ki Roti,Fresh,N/A,Main Ingredient (Generic),0.2,KG
669,Main Course,Roti-Basket,Bajre Ki Roti,Inventory,127,Salt - Table Salt,0.005,KG
669,Main Course,Roti-Basket,Bajre Ki Roti,Inventory,89,Oil Refined Sunflower,0.02,LTR
670,Main Course,Roti-Basket,Besan Ki Roti,Fresh,N/A,Main Ingredient (Generic),0.2,KG
670,Main Course,Roti-Basket,Besan Ki Roti,Inventory,127,Salt - Table Salt,0.005,KG
670,Main Course,Roti-Basket,Besan Ki Roti,Inventory,89,Oil Refined Sunflower,0.02,LTR
671,Main Course,Roti-Basket,Bharwaan Amritsari Kulcha,Fresh,N/A,Main Ingredient (Generic),0.2,KG
671,Main Course,Roti-Basket,Bharwaan Amritsari Kulcha,Inventory,127,Salt - Table Salt,0.005,KG
671,Main Course,Roti-Basket,Bharwaan Amritsari Kulcha,Inventory,89,Oil Refined Sunflower,0.02,LTR
672,Main Course,Roti-Basket,Butter Naan,Fresh,N/A,Main Ingredient (Generic),0.2,KG
672,Main Course,Roti-Basket,Butter Naan,Inventory,127,Salt - Table Salt,0.005,KG
672,Main Course,Roti-Basket,Butter Naan,Inventory,89,Oil Refined Sunflower,0.02,LTR
673,Main Course,Roti-Basket,Butter Roti,Fresh,N/A,Main Ingredient (Generic),0.2,KG
673,Main Course,Roti-Basket,Butter Roti,Inventory,127,Salt - Table Salt,0.005,KG
673,Main Course,Roti-Basket,Butter Roti,Inventory,89,Oil Refined Sunflower,0.02,LTR
674,Main Course,Roti-Basket,Chapati,Fresh,N/A,Main Ingredient (Generic),0.2,KG
674,Main Course,Roti-Basket,Chapati,Inventory,127,Salt - Table Salt,0.005,KG
674,Main Course,Roti-Basket,Chapati,Inventory,89,Oil Refined Sunflower,0.02,LTR
675,Main Course,Roti-Basket,Cheese Kulcha,Fresh,N/A,Main Ingredient (Generic),0.2,KG
675,Main Course,Roti-Basket,Cheese Kulcha,Inventory,127,Salt - Table Salt,0.005,KG
675,Main Course,Roti-Basket,Cheese Kulcha,Inventory,89,Oil Refined Sunflower,0.02,LTR
676,Main Course,Roti-Basket,Dry Fruit Kulcha,Fresh,N/A,Main Ingredient (Generic),0.2,KG
676,Main Course,Roti-Basket,Dry Fruit Kulcha,Inventory,127,Salt - Table Salt,0.005,KG
676,Main Course,Roti-Basket,Dry Fruit Kulcha,Inventory,89,Oil Refined Sunflower,0.02,LTR
677,Main Course,Roti-Basket,Jonna Roti,Fresh,N/A,Main Ingredient (Generic),0.2,KG
677,Main Course,Roti-Basket,Jonna Roti,Inventory,127,Salt - Table Salt,0.005,KG
677,Main Course,Roti-Basket,Jonna Roti,Inventory,89,Oil Refined Sunflower,0.02,LTR
678,Main Course,Roti-Basket,Kesari Parota,Fresh,N/A,Main Ingredient (Generic),0.2,KG
678,Main Course,Roti-Basket,Kesari Parota,Inventory,127,Salt - Table Salt,0.005,KG
678,Main Course,Roti-Basket,Kesari Parota,Inventory,89,Oil Refined Sunflower,0.02,LTR
679,Main Course,Roti-Basket,Kottimeera Parota,Fresh,N/A,Main Ingredient (Generic),0.2,KG
679,Main Course,Roti-Basket,Kottimeera Parota,Inventory,127,Salt - Table Salt,0.005,KG
679,Main Course,Roti-Basket,Kottimeera Parota,Inventory,89,Oil Refined Sunflower,0.02,LTR
680,Main Course,Roti-Basket,Laccha Parota,Fresh,N/A,Main Ingredient (Generic),0.2,KG
680,Main Course,Roti-Basket,Laccha Parota,Inventory,127,Salt - Table Salt,0.005,KG
680,Main Course,Roti-Basket,Laccha Parota,Inventory,89,Oil Refined Sunflower,0.02,LTR
681,Main Course,Roti-Basket,Lal Roti,Fresh,N/A,Main Ingredient (Generic),0.2,KG
681,Main Course,Roti-Basket,Lal Roti,Inventory,127,Salt - Table Salt,0.005,KG
681,Main Course,Roti-Basket,Lal Roti,Inventory,89,Oil Refined Sunflower,0.02,LTR
682,Main Course,Roti-Basket,Makki Ki Roti,Fresh,N/A,Main Ingredient (Generic),0.2,KG
682,Main Course,Roti-Basket,Makki Ki Roti,Inventory,127,Salt - Table Salt,0.005,KG
682,Main Course,Roti-Basket,Makki Ki Roti,Inventory,89,Oil Refined Sunflower,0.02,LTR
